category,executor,text,theme
2,55,добрый день район школа бегать стая бродячий собака который лаять нападать ребёнок взрослый страшно ребёнок отпускать школа ребёнок бояться ходить просить принять мера отлов собака,157
4,68,убедительный просьба закрасить новое также закрасить закрасить причина чёрный цвет бежевый е цвета дом,39
4,27,просить закрасить цвета сооружение красный,39
4,68,просить приварить отвалиться ступенька ребёнок мочь пораниться,73
4,68,просить восстановить,73
11,68,почтовый ящик сломать просить заменить,144
11,68,светильник первое подъезд плафон нарушать требование пожарный безопасность просить установить соблюдение норма освещённость,60
11,68,щель вышеуказанный дверь тепло подъезд уходить улица холодный воздух поступать подъезд рамка выполнение федеральный закон фз энергосбережение повышение энергетический эффективность просить установить доводчик тамбурный дверь б провести конопатка щель установить резиновый уплотнитель периметр дверной коробка оба дверь,59
11,68,мочь заметить защитный решётка сломать стоить пол также разболтать перила лестница промежуточный лестничный площадка этаж,78
11,68,подъезд наш дом зайти возможно стоить устойчивый запах канализация запах попадать квартира этаж неоднократный обращение управлять компания дать результат канализационный колодец канализационный станция который находиться двор дом периодически справляться напор канализация подвал наш дом двор утопать сток проблема появиться ввод эксплуатация многоэтажный дом адрес ул гоголь двор стояться многоэтажный дом этаж каждый врезать существующий канализационный сеть подвал наш дом подвал этажный дом утонуть канализация хотеться дать проблема решить,64
11,54,надпись стена дом кальный улица просьба закрасить фото,81
11,54,надпись стена дом касимовский шоссе просьба закрасить фото,81
11,54,надпись стена дом кальный улица просьба закрасить фото,81
11,54,надпись стена дом касимовский шоссе просьба закрасить фото,81
4,54,надпись стена здание подстанция ряд дом адрес касимовский шоссе просьба закрасить,39
11,53,надпись стена дом новосёл просьба закрасить,81
11,53,надпись стена дом новосёл просьба закрасить,81
11,53,надпись забор дом старое сесть просьба закрасить,81
11,53,надпись стена дом новосёл просьба закрасить,81
11,53,надпись стена дом новосёл просьба закрасить,81
5,55,гореть фонарь остановка автовокзал центральный сторона город,61
4,53,надпись строительный забор ряд дом адрес новосёл просьба закрасить,39
7,32,полный бардак детский стоматология номер канищево попасть смотровой кабинет невозможно сидеть дверь кабинет часами принимать платно взрослый ребёнок похоже весь свой родня знакомый кабинет попадать поход глава врач просить разобраться дать проблема напоминать платный частный стоматология,71
17,55,почтовый неизвестный выдрать возможно трактор столб новый год смотреть неприятно хотеться рассчитывать скорый восстановление,74
11,12,добрый время сутки момент подача отопление наш дом адрес ул зелёный далее радиатор квартира недостаточно тёплый средний температура комната квартира очень холодный особенно ночью просить решить проблема короткий срок также сообщать температура горячий вода вечер сильно падать невозможно помыться,112
4,51,вывозиться мусор ряд контейнер дом улица ленинский комсомол дзержинский,86
11,54,надпись стена дом касимовский шоссе просьба закрасить фото,81
4,54,надпись стена дом панфёровский переулок просьба закрасить фото,39
4,54,надпись стена дом панфёровский переулок просьба закрасить фото,39
11,54,надпись стена дом касимовский шоссе просьба закрасить фото,81
11,54,надпись стена дом касимовский шоссе просьба закрасить фото,81
11,68,хотеть показать выглядеть пандус подъезд первое обращение конец никакой работа управлять компания произвести пандус весь завалить снег,62
5,55,провалиться дорога образоваться трамплин который подрыгивать весь машина перекрёсток ряд лента,119
5,55,ул быстрецкий дорога расчищаться полностью ширина дорожный покрытие позволять проехать машина встреча происходить постоянный столкновение просьба расчистить снег полностью расширить дорога летний период,92
2,54,установленный плакат незаконно ул кальный ранее данный плакат принадлежать ск вятич данный момент земля имя принадлежать просить удалить,137
2,54,около торец дом ул кальный установленный деревянный столб который подходить провод понятно установленный просьба удалить,137
2,55,просить рассмотреть возможность переделать столб буква литр угловой опора установленный торец дом кальный стандартный вертикальный столб самый увеличиться место парковка,53
24,38,кальный улица ряд установленный киоск происходить несанкционированный продажа спиртное,47
11,68,согласно плата правило норма технический эксплуатация жилищный фонд утвердить постановление госстрой российский федерация год рекомендоваться наружное входной дверь устанавливать скребок металлический решётка очистка обувь грязь снег позволить поддержать чистота подъезд снизить нагрузка уборщица,78
5,55,выезд налево ул быстрецкий касимовский шоссе постоянно происходить авария затруднить движение касимоский ш просить рассмотреть возможность перенос светофор ул быстрецкий поворот налево сделать безопасный придумать удобный вариант решение дать проблема,68
4,54,требоваться снести старое постройка ночевать бомж убрать мусор мимо дать постройка постоянно ходить ребёнок просить произвести короткий срок,85
5,55,ближний время заменить столб ул маяковский перекрёсток площадь ленин ул краснорядский,61
15,65,активно раздавать хороший подвижный состав б начало год рязань поступить автобус выйти малый часть троллейбус количество явно хватать начало год сказать течение год запросить часть автобус троллейбус огромный просьба администрация город рязань правительство рязанский область губернатор ро наш любимов запросить собянин метр ликсутов мосгортранс дополнительный пс наш город дать стимул развитие городской муниципальный транспорт,29
11,68,основание ук сервис ск уведомление отключить свет квартира ул княжий пол почему жилец пора предоставить лицевой счёт оплата электроэнергия человек грудной ребёнок делать кромешный тьма школьник делать урок купаться житель пора терпеть беспредел ук ответственный действие ук дать право шантажировать житель мера почему ук сервис ск чинить беспредел,113
16,55,остановка радиоуниверситет направление полетаевский рынок работать табло прибытие общественный транспорт,52
11,51,несанкционированный надпись дверь мкд ул гагарин просьба закрасить,81
11,68,житель дом адрес год рязань ул княжий пол далее получить лицевой счёт прямая расчёт поставщик электроэнергия дом мес сдача город,99
11,52,ук сервис ск начать работать почему подъездный группа дом ул княжий пол далее обклеить обьявление вход существовать доска объявление каждый подъезд новый дом проблема обслуживание ветхий жильё платить просить привлечь руководство ск ответственность,81
11,68,ук сервис ск предоставить отчёт свой деятельность житель жк юный добиться смена ук курировать работа дать ук представить контакт надзорный служба житель мочь законный порядок сменить ук помощь государственный служба контролировать деятельность ук сервис ск,46
7,32,житель мкрн семчиный выражать огромный благодарность педиатр одкп самоотверженный работа врач педиатр скобликовый огромный чуткость понимание сопереживание поднятие дух болеть ребёнок внимание терпение здоровье олесь александр,3
11,68,уважаемый сотрудник жкх просить срочно устранить нависать сантиметр картинка крыша сосулить периметр дом,89
11,68,управление энергетика жилищный коммунальный хозяйство мочь рассказать почему уо текущий ремонт использовать краска любой цвет соответствующий объект чёрный жёлтый белые серый далее пока дом хундертвассер похоже минимум,81
5,55,повышенный пешеходный поток трц премьер центральный автовокзал образный перекрёсток премьера официальный пешеходный переход человек переходить дорога дело рисковать свой жизнь прямой смысл слово поэтому необходимый срочный порядок организовать пешеходный регулировать нерегулируемый хороший выйти установка знак пешеход светодиодный огонь светоотражатель использование разметка стоп линия авто знак ограничение скорость километр число въезд выезд территория трц премьер очень странно пешеходный дорожка очень широкий хороший пешеходник возможность обустроить далёкий нужно делать дополнительный поворотный асфальтовый дорожка,76
2,55,ранний коробка сбор использовать батарейка виктория плаз полетаевский рынок необходимый вернуть год экология должный заканчиваться остаться мало точка пункт сбор батарейка сложно найти гораздо лёгкий собирать торговый центр,87
5,55,дерево висеть проводы ряд пешеходный переход ул птицевод противоположный сторона далее улица новатор столб тяжесть дерево наклониться идти сильный снег ветер провод мочь оборваться вместе дерево упасть тротуар люба момент,61
5,55,почистить дорога семчиный ул княжий пол идти дорожка ребёнок невозможно небезопасно машина заносить обочина особенно грузовой который выезжать стройка наезжать человек дорога почистить впритык круг автобус далёкий сторона детский поликлиника видимо нужно просить разобраться дать проблема,145
11,68,наш ти этажный дом сильный запах сырость подвал подъезд нижний этаж дышать трудно практически весь этаж подъезд открытый окно подъезд отопление неволя приходиться держать окно открытый выхолаживать проветривать подъезд иначе худой снаружи дом отремонтировать подвал делать собираться наш управлять компания ооо премьер комфорт плюс,64
5,55,просьба починить светофор выезд премьера именно зелёный секция возможно стоить ремонт обратить внимание заявка рф,68
5,55,главный центральный пешеходный улица почтовый испортить знак видимо трактор который чистить улица необходимый восстановить вид главный улица смотреть противно,120
4,27,управлять компания качественно убирать придомовый территория вывоз собранный снег организовать собранный снег привести забор соседний частное дом забор тяжесть покоситься проезжать часть двор убираться,85
11,68,наш дом неисправный система пожарный безопасность неисправный обслуживаться система пожарный сигнализация соуэ видимый вестись опрос шлейф пожарный извещатель пожарный извещатель пора заводский упаковка сломать кнопка включение отключение система дымоудаление фото этаж подъезд щит пожарный гидрант отсутствовать рукав,65
4,68,просить повлиять управлять компания детский площадка двор завалить снег ребёнок играть невозможно,73
11,68,второе подъезд грузовой лифт работать кнопка раздвижение дверь,67
11,68,второе подъезд грузовой лифт работать дверь,67
4,27,вывозить снег снег засыпать парковочный место,85
11,68,второе подъезд отсутствовать пожарный рукав,65
16,55,работать онлайн табло общественный транспорт остановка автовокзал оба сторона московский шоссе,52
11,27,снег достаточно большой уровень козырёк просить почистить,90
11,27,козырёк подъезд свисать провод неизвестный предназначение просить разобраться убрать уложить правильно,124
4,27,ук рязанский сервисный центр жкх выполнять свой обязанность очистка придомовый территория снег осуществлять вывоз территория дом жалоба жильцов реагировать территория дом завалить снег парковочный место занятый сугроб снег детский площадка завалить снег ребёнок негде играть козырёк подъезд очистить снег снег падать голов житель,85
5,55,участок ряжский шоссе район остановка гинцветмет гореть фонарь уличный освещение просьба решить проблема фото схематично яндекскарт изобразить неработающий фонарь,61
4,51,надпись забор вокруг контейнерный площадка двор дом семён середа просьба закрасить,39
4,51,надпись забор дом ленинский комсомол просьба закрасить,39
4,52,убираться снег территория дом корпус ул костычев обслуживаться тсж наш дом территория убираться протяжение весь праздник дворник выйти работа согласно штатный расписание трое ступень дом обледенеть очень скользко тяжело детский коляска пожилое человек,85
4,51,надпись стена гараж ряд здание адрес ленинский комсомол просьба закрасить,39
11,51,надпись стена дом гагарин просьба закрасить,81
11,51,надпись стена дом татарский улица просьба закрасить,81
4,51,надпись стена дом семён середа просьба закрасить,39
4,51,надпись стена гараж двор дом адрес семён середа просьба закрасить,39
4,54,надпись забор дом кальный улица просьба закрасить,39
4,54,надпись забор дом кальный улица просьба закрасить,39
4,54,надпись забор дом кальный улица просьба закрасить,39
4,54,надпись забор дом кальный улица просьба закрасить фото,39
11,51,надпись стена дом семён середа просьба закрасить,81
4,53,надпись стена гараж двор дом адрес куйбышевский шоссе просьба закрасить,39
2,55,гореть фонарь район остановка улица грибоедов торон центр грибоедов просьба восстановить освещение,53
11,68,дом предусмотреть система пожаротушение факт датчик включить пожарный рукав система дымоудаление активировать сирена подключить ук реагировать звонить писать,65
4,27,плохо организовать очистка преддомовый территория снег ук справляться,85
17,55,наш район активно застраиваться социальный объект пока хватать мало зелёный зона прогулка ребёнок предложение облагородить зона возле ручей быстрец отличный место отдых место хватать,74
16,55,работать онлайн табло общественный транспорт остановка библиотека имя горький сторона площадь театральный,52
16,55,работать онлайн табло общественный транспорт остановка плата ленин сторона соборный,52
2,55,остановка улица пирогов метр дикси ул октябрьский бесхозный урна который ежедневно несознательный гражданин свой невоспитанность кидать мусор самый создавать нелицеприятный картина просьба убрать мусор демонтировать бесхозный урна,87
16,55,просьба привести нормативный вид остановка улица пирогов сторона центр ул октябрьский год ремонтироваться меняться отремонтировать существующий демонтаж установка современный который использоваться большинство устанавливаться город,77
16,55,отсутствовать урна остановка улица пирогов сторона центр фото бесхозный хозяин просьба установить близкий остановка обслуживать норматив уборка общественный урна,104
4,52,новое год единожды вывозиться мусор контейнерный площадка около дом магистральный улица стоматологический поликлиника адрес октябрьский улица полмесяца мусор снова скопиться просьба оперативно убрать мусор,86
4,53,чиститься дорога двор дом трудовой сторона подъезд обратный сторона дом огромный колея пешеходный дорожка снег гололёд очистить песок посыпать обращаться жэу повод чистка дорога пешеходный дорожка почистить мастер благоустройство пришлый заявка объяснить трактор резинка мочь убрать колейность повод чистка дорога дом обещать поговорить начальство пройти месяц обращение дорога очистить также выход пешеходный переход горе ледяной снег улица разин весь чистить тротуар завалить дом пугачев неоднократно приезжать трактор убирать снег лёд асфальт дорога пешеходный дорожка весь получаться,85
11,53,надпись стена дом телевизионный улица просьба закрасить,81
11,53,надпись стена подъездный дверь дом телевизионный улица просьба закрасить,81
11,53,надпись торцевой стен дом телевизионный улица просьба закрасить фото,81
11,53,надпись стена дом телевизионный улица просьба закрасить,81
11,53,надпись стена дом ломоносов просьба закрасить,81
11,53,надпись стена дом матросов просьба закрасить,81
11,53,надпись стена дом халтурин просьба закрасить фото,81
11,51,надпись стена дом дзержинский просьба закрасить фото,81
11,53,надпись стена дом ломоносов просьба закрасить,81
11,53,обращаться отвратительный убираться дворовый территория дать адрес непроходимый сугроб запарковать автомобиль парковка возможно тротуар сравняться проезжий частью автомобилист видно бордюр заезжать тротуар мешать проход просить обратить внимание заблокировать проезд пожарный техника дом свалка снег сделать проезжий часть,89
11,68,просить привести нормальный состояние лифт дать адрес ободрать плёнка сделать генеральный уборка повесить зеркало,67
11,53,просить закрасить надпись фасад дом лифт дом,81
4,53,просить организовать свободный доступ мусорный контейнер лазить картон который собирать техника смотритель возможно,86
11,68,просить организовать ремонт подъезд дать адрес новогодний праздник подъезд находиться кровь штукатурка отвалиться,78
5,43,плохой состояние региональный дорога пос казачий слобода граница тамбовский область капитальный ремонт участок проводиться очень давно невозможно безопасно ехать километр число,119
5,55,рассмотреть вариант установка светофор пересечение народный бульвар ул великанов нормальный переход человек постоянно идти непрекращающийся поток машина зачастую пропускать человек большой скорость светофор также поспособствовать сдерживание часть автомобиль дать небольшой разгрузка выезд народный бульвар московский шоссе,68
5,55,рассмотреть вариант установка светофор пересечение народный бульвар ул крупский район загс нормальный переход человек также помочь грамотно распределить поток нестандартный перекрёсток зачастую бывать авария светофор также поспособствовать сдерживание часть автомобиль дать небольшой разгрузка выезд народный бульвар московский шоссе,68
16,55,народный бульвар район улица великанов остановка отсутствовать маршрутка останавливаться высаживать пассажир приходиться маршрутка нырять прямо грязь выпадать снег сугроб освещение отсутствовать,105
11,6,добрый день возникнуть проблема который местный власть хотеть решать проживать бабушка год адрес ул освобождение дом проводиться капитальный ремонт недавно кап ремонт весь стена квартира стать покрываться плесень каждый днём весь разрастаться квартира квартира ужасный сырость дышать очень тяжело проветривание отопление квартира помогать бабушка чувствовать каждый днём худой преклонный возраст ранний проблема квартира весь чисто воздух нормальный проживать условие очень сложно обращаться ук управление жилой дом адрес рязанский область р наш михайловский год михайлов ул партсъезд год генеральный директор приехать посмотреть квартира год просить помочь разобраться проблема скорее,11
4,51,надпись дом,39
11,51,улица островский улица полетаев улица братиславский улица братиславский дом просверлить железный входной дверь порча имущество установить рекламный доска причём обратный сторона торчать острый самореза жилец вопрос согласовать хотеться снять дырка заделать покрасить также отправить заявление фсин проверить сделать причастный ук нарушение часть статья фз реклама,81
2,55,напротив вход цпкио сторона ул братиславский работать фонарь,53
2,55,светить фонарь арка вход центральный парк сторона ул братиславский,53
2,55,установить фонарь год спортивный площадка роснефть центральный парка включить включить спортсмен свет хотеться проверить почему весь год включать подключить электросеть,53
4,53,чищеный дорога дом ул новоселов оба сторона постоянно застревать автомобиль число скорый помощь,85
4,53,надпись стена здание подстанция ряд контейнерный площадка двор дом адрес ул советский армия просьба закрасить,39
4,53,ул зубков далее убрать снег двор дом проходить дорога парковка дорога дом зубков дом зубков невозможно проехать дать парковка колея весь буксовать откапывать забуксовать машина лопата рука мочь также пройти неделя буксовать скорый помощь жэк сказать чистка дорога отвечать отвечать устранить проблема заранее огромный,85
11,54,надпись стена дом касимовский шоссе просьба закрасить,81
4,55,дорога магазин сорок канищево ул интернациональный чиститься снег снег лёд пройти черепаший,85
28,40,мешать ярмарка театральный площадь администрация область хотеть перенести удобно весь чиновник центр город испохабить ярмарка мешать горожанин свежий продукт купить непорядок королевство,30
4,55,летом зимой убираться тротуар проезд театральный площадь наружный сторона забор ограждать дворовый территория дом площадь театральный ул урицкий выяснить ответственный уборка участок удаться сотня человек ежедневно пробираться колено снег вдоль магазин магнит площадь театральный далее проезд соединять ул урицкий театральный площадь арка дом,85
5,55,просьба включить временной отсчёт автомобильный светофор который установленный цветовой секция светофор перекрёсток семашко й проезд гагарин,68
11,68,отвалиться плитка пол лестничный площадка подъезд этаж просить починить,78
11,68,отвалиться краска стена подъезд номер этаж просить отремонтировать,78
11,68,отваливаться штукатурка потолок промежуточный лестничный площадка этаж просить отремонтировать,78
11,68,оголить провод свисать лестничный площадка подъезд этаж просить разобраться привести порядок,78
11,68,отвалиться плитка входной тамбур подъезд просить провести текущий ремонт,78
11,68,отвалиться краска стена входной тамбур подъезд просить починить рамка текущий ремонт,78
11,27,свисать глыба снег крыша дом торец сторона дом просить срочно устранить мочь упасть прохожий,89
2,45,получиться небольшой городок шацк рязанский область расположить прямо крупный федеральный трасса челябинск выходной день праздник движение городок практически парализовать проезжать фура транзитный транспорт дорога отремонтировать прошлый год ремонт дорога снова появляться колея ям выбоина воздух сильно загрязнить выхлопной газ местный население тяжело перемещаться городок вокруг город шацк год существовать полноценный окружный дорога проходить объезд город светофор дорога хороший состояние время ремонт дорого город въезд вешать знак движение транзитный транспорт запретить весь поток идти окружный дорога город благодать дорога починить поток снова хлынуть город местный житель обращаться инстанция толк говорят окружный существовать лишь физически официально неужели сложно изготовить смонтировать знак запрещать движение транзитный транспорт город просьба передать информация ответственный орган беда пост весовой контроль въезд шацк поворот моршанск направо бывший пост гибдд замечать грузовой автомобиль перегруз останавливаться прямо проезжий часть скрыть номер проезд весовой контроль тряпка набрасывать снег вообщий мочь прятать создавать свой остановка аварийный ситуация пробка хотеться местный власть прислушиваться свой гражданин разобраться сложиться дорожный обстановка город,137
4,68,сломать перекладина турник детский площадка просить починить ребёнок мочь получить травма,73
17,55,памятник ленин неграмотный установить лавочка сторона количество зашкаливать необходимый разместить оба сторона проход памятник равномерно одинаковый количество скамья допускать установка биотуалет памятник,74
2,55,спортплощадка цпкио весь обращение почему ответ следующий обращение писать сразу администрация город парк никто заниматься видимо,87
11,68,наш двухэтажный дом построить год строиться расчёт год расчёт коммунальный платёж выходить выше современный дом основный сумма идти оплата отопление труба отопление проходить чердак дом совершенно закрытый утеплить платить отопление большой рубль квадратный метр крыша свисать метровый сосулька руководство жэу отказывать капитальнм ремонт дом жилец дом ремонтировать фасад свой счёт просить разобраться ситуация дом основное проживать пенсионер пенсия платить коммуналка,132
16,55,остановка первомайский гостиница сторона площадь победа работать табло онлайн прибытие общественный транспорт,52
5,55,рассмотреть вариант установка светофор перекрёсток мервинский улица парковый проспект мервинский проезд нормальный переход человек также помочь грамотно распределить поток нестандартный перекрёсток зачастую бывать аварийный ситуация светофор также поспособствовать сдерживание часть автомобиль дать небольшой разгрузка московский шоссе,68
11,12,являться владелец квартира номер находиться рязанский область рязанский район посёлок листвянка дом улица прудный обслуживание проводиться ваш организация товарищество собственник недвижимость эдем год обратиться заявление устный форма серьёзный протечка крыша наш квартира ваш сторона выкатить вод ям который образоваться крыша никакой действие большой производиться сегодняшний день крыша квартира протекать весь периметр жила площадь однократно обращаться тсн эдэма ремонт крыша ответ мочь залатать капитальный ремонт сделать мочь деньга однократно обращаться фонд капитальный ремонт поставить очередь ремонт произвести год помочь пожалуйста мочь столько ждать двое жильцов число ребёнок иметься заболевание бронхиальный астма сырость плесень квартира мочь вызвать сильнейший приступ сегодняшний день крыша квартира протекать весь периметр жила площадь квартира зал оконный стен прилежащий окно часть потолок промокнуть полностью обои вздуться отходить стена кухня мокрый стена натяжной потолок набирать большой количество вода который приходиться самостоятельно сливать самый рисковать свой здоровье потолок проходить электричество соответственно мочь произойти замыкание квартира кухня течь переставать постоянно стоять таз вёдро вод протекать аогть котёл затухать,140
11,68,проблема изложить направить ранее обращение разрешиться усугубиться перекрытие стояк отопление сосед квартира продолжаться улица стоять градусный мороз замерзать течение неделя каждый день председатель тсж посылаться обращение дозвониться невозможно заблокировать номер телефон телефон вызов отвечать узнать обращаться разговор прекращать обещать перезвонить естественно происходить налицо полный нежелание решать проблема просить разобраться весь помочь восстановить нормальный подача теплоноситель,112
